ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1748651	0.2749	0.11012994	1.656.655	-47.585.588	0.2099851	542133060	PSMB3	proteasome subunit beta 3
ILMN_1664537	0.2751	0.11025891	1.656.023	-47.594.786	0.2056273	75992939	USP11	ubiquitin specific peptidase 11
ILMN_2325837	0.2756	0.11049451	165.487	-47.611.558	0.4035724	98985800	CD3D	CD3d molecule
ILMN_1812940	0.2756	0.11051943	1.654.748	-4.761.333	0.1993603	217035085	TRMT1	tRNA methyltransferase 1
ILMN_1704313	0.2758	0.11060731	-1.654.319	-47.619.575	-0.3503778	387912578	GSTCD	glutathione S-transferase C-terminal domain containing
ILMN_1735148	0.2759	0.11067019	-1.654.012	-47.624.039	-0.545493	969812486	SEC24B	SEC24 homolog B, COPII coat complex component
ILMN_2390739	0.2759	0.11071392	1.653.798	-47.627.143	0.3950272	506949358	ZNF3	zinc finger protein 3
ILMN_1813400	0.2759	0.11072668	1.653.736	-47.628.048	0.2221679	299758404	CBR4	carbonyl reductase 4
ILMN_1813572	0.2762	0.11086547	-1.653.059	-47.637.888	-0.1651923	289063450	IL16	interleukin 16
ILMN_1733515	0.2764	0.1109627	-1.652.585	-47.644.773	-0.3151144	574957230	LOXL3	lysyl oxidase like 3
ILMN_1716195	0.2765	0.11102677	-1.652.273	-47.649.306	-0.55803	21536482	HIST1H2BG	histone cluster 1, H2bg
ILMN_1748488	0.2765	0.11108456	-1.651.992	-47.653.393	-0.2206407	214832245	TXNL4B	thioredoxin like 4B
ILMN_1667432	0.2767	0.11117395	-1.651.557	-47.659.709	-0.3642867	318037435	HYAL3	hyaluronoglucosaminidase 3
ILMN_1652609	0.2767	0.11123569	-1.651.256	-47.664.068	-0.4598478	NA		
ILMN_1662358	0.2767	0.11123746	1.651.248	-47.664.194	0.6891647	544711172	MX1	MX dynamin like GTPase 1
ILMN_2317457	0.2771	0.1113985	-1.650.465	-47.675.552	-0.3871396	392841209	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like
ILMN_2322747	0.2771	0.11144272	165.025	-47.678.667	1.154.605	71834860	ARHGAP5	Rho GTPase activating protein 5
ILMN_1675239	0.2774	0.11157382	1.649.614	-47.687.897	0.2483896	1007367572	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
ILMN_1777881	0.2778	0.11175555	-1.648.734	-47.700.671	-0.2456726	298104105	TSPAN17	tetraspanin 17
ILMN_1657398	0.278	0.11187272	1.648.166	-47.708.895	0.3120365	NA		
ILMN_1707945	0.278	0.11188184	-1.648.122	-47.709.535	-0.4837538	985567497	HELB	DNA helicase B
ILMN_2380801	0.2782	0.11199741	-1.647.563	-47.717.636	-0.5041228	343962635	FYN	FYN proto-oncogene, Src family tyrosine kinase
ILMN_1814315	0.2782	0.11201357	-1.647.485	-47.718.768	-0.2975304	959672213	PBXIP1	PBX homeobox interacting protein 1
ILMN_2209578	0.2783	0.11209337	1.647.099	-47.724.356	0.3036857	166851845	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
ILMN_1777565	0.2783	0.11214209	1.646.864	-47.727.765	0.2510434	73747914	TAP2	transporter 2, ATP binding cassette subfamily B member
ILMN_2106656	0.2783	0.11215635	1.646.795	-47.728.763	0.3782534	1004350212	BLZF1	basic leucine zipper nuclear factor 1
ILMN_1787193	0.2785	0.1122364	-1.646.409	-4.773.436	-0.7979846	746816086	CYP2S1	cytochrome P450 family 2 subfamily S member 1
ILMN_1752451	0.2785	0.11227286	1.646.233	-47.736.909	0.349783	982742429	CTSH	cathepsin H
ILMN_1699570	0.2785	0.11232748	-1.645.969	-47.740.724	-0.2205881	345197253	TPD52L2	tumor protein D52 like 2
ILMN_1653001	0.2785	0.11234607	164.588	-47.742.022	1.028.882	189217869	CABLES1	Cdk5 and Abl enzyme substrate 1
ILMN_1750974	0.2785	0.11235223	-164.585	-47.742.452	-0.5462303	114520589	S100A9	S100 calcium binding protein A9
ILMN_2375825	0.2785	0.11237686	-1.645.731	-47.744.172	-0.7951286	91807111	CD37	CD37 molecule
ILMN_1735552	0.2786	0.11245408	1.645.359	-47.749.559	0.3534529	189339259	KIF1B	kinesin family member 1B
ILMN_2410038	0.2786	0.11248962	1.645.188	-47.752.038	0.2065161	215983091	FAM111A	family with sequence similarity 111 member A
ILMN_1696839	0.2786	0.11251083	1.645.086	-47.753.517	0.4370351	NA		
ILMN_1687857	0.2786	0.11251602	-1.645.061	-47.753.879	-0.5335085	88999588	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ILMN_1726589	0.2786	0.1125549	1.644.874	-47.756.589	0.6110612	45387956	CD248	CD248 molecule
ILMN_1669497	0.2787	0.11260763	164.462	-47.760.262	0.5084006	291327481	OSBPL10	oxysterol binding protein like 10
ILMN_2079655	0.2788	0.11268785	1.644.234	-47.765.847	0.3898823	58761538	KLRB1	killer cell lectin like receptor B1
ILMN_2358540	0.2789	0.11276798	-1.643.848	-47.771.421	-0.3132592	222446645	RBMS1	RNA binding motif single stranded interacting protein 1
ILMN_1752935	0.2789	0.11277705	1.643.805	-47.772.051	0.789993	121949782	TMEM30B	transmembrane protein 30B
ILMN_2359456	0.279	0.1128324	-1.643.539	-47.775.899	-0.8467358	38327614	ERGIC3	ERGIC and golgi 3
ILMN_1715607	0.2791	0.11288818	1.643.271	-47.779.774	0.1756937	315259102	CHMP4A	charged multivesicular body protein 4A
ILMN_1727183	0.2792	0.11293925	1.643.026	-47.783.321	0.4199074	61676196	ZNF763	zinc finger protein 763
ILMN_1700762	0.2792	0.11298222	1.642.819	-47.786.303	0.3146731	333108277	PBX4	PBX homeobox 4
ILMN_2161556	0.2792	0.11302219	-1.642.628	-47.789.076	-0.4996989	756140866	C12orf49	chromosome 12 open reading frame 49
ILMN_2331890	0.2793	0.11308868	1.642.309	-47.793.686	0.196943	78217383	RPL41	ribosomal protein L41
ILMN_1770623	0.2795	0.11317374	1.641.901	-4.779.958	0.1542687	513126880	FAM58A	family with sequence similarity 58 member A
ILMN_1795865	0.2795	0.11321875	1.641.685	-47.802.697	0.4236302	51988913	FGFRL1	fibroblast growth factor receptor-like 1
ILMN_1765001	0.2798	0.11335501	1.641.033	-47.812.125	0.3083731	318037384	NAT6	N-acetyltransferase 6
ILMN_1662658	0.2798	0.11336061	1.641.006	-47.812.512	0.2300079	259155298	PUS1	pseudouridylate synthase 1
ILMN_2375879	0.2798	0.11338682	-1.640.881	-47.814.324	-0.3638374	284172448	VEGFA	vascular endothelial growth factor A
ILMN_2158594	0.2799	0.11346457	-1.640.509	-47.819.696	-0.2436812	140560993	R3HCC1L	R3H domain and coiled-coil containing 1 like
ILMN_1788650	0.2804	0.11368123	-1.639.473	-47.834.644	-11.596.644	346422494	GPHB5	glycoprotein hormone beta 5
ILMN_1736327	0.2804	0.11371101	-1.639.331	-47.836.697	-0.7208598	395627667	CDC42EP3	CDC42 effector protein 3
ILMN_1748694	0.2804	0.11373997	1.639.193	-47.838.692	0.4629742	254692832	NHSL2	NHS like 2
ILMN_1689070	0.2804	0.11377926	1.639.005	-47.841.398	0.6182096	300244540	COQ7	coenzyme Q7, hydroxylase
ILMN_1813139	0.2804	0.11378971	1.638.956	-47.842.117	0.4688082	746817101	ANKDD1A	ankyrin repeat and death domain containing 1A
ILMN_1742947	0.2807	0.11396028	1.638.142	-47.853.852	0.8611228	238624165	SEC14L4	SEC14 like lipid binding 4
ILMN_1660021	0.2807	0.11396303	-1.638.129	-47.854.041	-0.1989753	255958281	PLIN3	perilipin 3
ILMN_1675617	0.2809	0.11409574	-1.637.497	-47.863.157	-0.6513784	74229030	NT5M	5',3'-nucleotidase, mitochondrial
ILMN_1799887	0.2809	0.11410724	1.637.442	-47.863.946	0.6030308	315013576	CTSE	cathepsin E
ILMN_2331062	0.2809	0.11413557	-1.637.308	-47.865.891	-0.3160017	89353292	CBFA2T2	CBFA2/RUNX1 translocation partner 2
ILMN_2366587	0.2811	0.11423592	-163.683	-47.872.774	-0.4189041	56961677	SPDYA	speedy/RINGO cell cycle regulator family member A
ILMN_1653718	0.2812	0.11428044	1.636.619	-47.875.825	0.1596929	402692803	ZFAND2B	zinc finger AN1-type containing 2B
ILMN_2105923	0.2813	0.11435778	1.636.251	-47.881.123	0.4649537	380034208	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1
ILMN_1787186	0.2813	0.11438444	-1.636.124	-47.882.948	-0.3431537	169234615	NOV	nephroblastoma overexpressed
ILMN_1675448	0.2813	0.11442957	-163.591	-47.886.037	-0.2400627	347659002	ZFP36L1	ZFP36 ring finger protein like 1
ILMN_1701832	0.2819	0.11468994	-1.634.675	-47.903.832	-0.3932175	68216257	RPL19	ribosomal protein L19
ILMN_1705301	0.2819	0.11472596	1.634.504	-4.790.629	0.6995348	300360560	TEAD4	TEA domain transcription factor 4
ILMN_1697820	0.282	0.11476397	1.634.324	-47.908.883	0.2248985	49574527	HINT2	histidine triad nucleotide binding protein 2
ILMN_2141444	0.282	0.11479724	1.634.167	-47.911.152	0.1725498	395132441	RPL18A	ribosomal protein L18a
ILMN_2180519	0.2821	0.1148683	163.383	-47.915.996	0.318939	221218974	LOC729603	calcineurin like EF-hand protein 1 pseudogene
ILMN_2225348	0.2821	0.11491575	-1.633.605	-47.919.229	-0.5920633	223005924	ZNF805	zinc finger protein 805
ILMN_2185984	0.2821	0.11493217	1.633.528	-47.920.347	0.6340484	45935384	SASH1	SAM and SH3 domain containing 1
ILMN_1741942	0.2824	0.11507023	-1.632.875	-47.929.743	-0.2407938	325652071	STX16	syntaxin 16
ILMN_2110561	0.2826	0.11520112	-1.632.257	-47.938.639	-0.2511747	115583655	IFNA8	interferon alpha 8
ILMN_1740170	0.2826	0.11521119	1.632.209	-47.939.323	0.2759539	671744849	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
ILMN_1664028	0.2827	0.11530273	-1.631.777	-47.945.537	-0.2164222	51944960	CENPB	centromere protein B
ILMN_1705594	0.2827	0.11534241	163.159	-47.948.229	0.2132	221316722	NAT10	N-acetyltransferase 10
ILMN_2176768	0.2827	0.1153671	1.631.473	-47.949.904	0.2524961	307219232	SEPHS1	selenophosphate synthetase 1
ILMN_1792057	0.2827	0.11537833	163.142	-47.950.666	0.4849056	197384209	LRP2BP	LRP2 binding protein
ILMN_1699737	0.2827	0.11538505	-1.631.389	-47.951.121	-0.4385723	155722982	TRAP1	TNF receptor associated protein 1
ILMN_1796240	0.2828	0.11544956	1.631.085	-47.955.494	0.2543524	144953911	TRAPPC8	trafficking protein particle complex 8
ILMN_1792314	0.2831	0.11559808	1.630.385	-47.965.552	0.2708553	197313723	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha
ILMN_1795609	0.2831	0.11560328	163.036	-47.965.903	0.3076151	256017140	RAD51	RAD51 recombinase
ILMN_1693726	0.2832	0.11569383	1.629.934	-47.972.028	0.3399915	323668288	TBC1D10A	TBC1 domain family member 10A
ILMN_2206645	0.2834	0.11581784	-1.629.351	-47.980.407	-0.1852255	209364545	ECD	ecdysoneless cell cycle regulator
ILMN_1657317	0.2834	0.1158183	-1.629.349	-47.980.438	-0.4554096	62422568	POLR2J	RNA polymerase II subunit J
ILMN_1652379	0.2838	0.1160082	1.628.457	-4.799.325	0.217198	294862268	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
ILMN_2073543	0.2839	0.11607586	1.628.139	-4.799.781	0.3703782	315467862	HYPK	huntingtin interacting protein K
ILMN_1680782	0.2842	0.11627067	1.627.226	-4.801.092	0.2458299	189217918	PATL1	PAT1 homolog 1, processing body mRNA decay factor
ILMN_1694810	0.2842	0.11627231	-1.627.218	-4.801.103	-0.3536836	163659919	PANX2	pannexin 2
ILMN_1736954	0.2842	0.11627386	1.627.211	-48.011.135	0.2978437	388279192	ZBTB7B	zinc finger and BTB domain containing 7B
ILMN_1680129	0.2842	0.11628837	1.627.143	-4.801.211	0.1727029	301336153	NSUN2	NOP2/Sun RNA methyltransferase family member 2
ILMN_2087702	0.2844	0.11638115	-1.626.708	-48.018.345	-0.1656491	673132020	MYH9	myosin, heavy chain 9, non-muscle
ILMN_1723971	0.2844	0.11641713	162.654	-48.020.761	0.4233704	NA		
ILMN_2082893	0.2844	0.11649868	1.626.158	-48.026.235	0.3385371	NA		
ILMN_1658684	0.2844	0.11650491	1.626.129	-48.026.652	0.532797	807045847	ATP9B	ATPase phospholipid transporting 9B (putative)
ILMN_2225608	0.2844	0.11653454	162.599	-4.802.864	0.6373106	242117943	FAM135A	family with sequence similarity 135 member A
ILMN_1811330	0.2844	0.11654144	-1.625.958	-48.029.103	-11.432.144	356582286	FAM134B	family with sequence similarity 134 member B
ILMN_2378952	0.2845	0.11659072	-1.625.728	-48.032.407	-0.6757745	577019439	GPX4	glutathione peroxidase 4
ILMN_2374778	0.2848	0.11675963	1.624.938	-48.043.722	0.3373177	70906443	DUT	deoxyuridine triphosphatase
ILMN_1805449	0.2849	0.11682221	-1.624.646	-48.047.909	-0.2913168	157739929	TAPBPL	TAP binding protein like
ILMN_1733861	0.2849	0.11683496	-1.624.587	-48.048.761	-0.2065465	394025692	ARHGEF11	Rho guanine nucleotide exchange factor 11
ILMN_1747665	0.2849	0.11687827	1.624.385	-48.051.657	0.6422737	545478449	Sep-02	septin 2
ILMN_2088847	0.285	0.11691395	-1.624.218	-48.054.042	-0.361098	209977024	OTUD5	OTU deubiquitinase 5
ILMN_2357386	0.2852	0.11707432	1.623.471	-48.064.752	0.2263959	119395713	FKTN	fukutin
ILMN_2078547	0.2852	0.11709462	1.623.376	-48.066.107	0.4001833	396941675	FMC1	formation of mitochondrial complex V assembly factor 1 homolog
ILMN_1796595	0.2852	0.11710404	-1.623.332	-48.066.735	-0.3834422	170763485	C5orf22	chromosome 5 open reading frame 22
ILMN_2391400	0.2854	0.11718202	1.622.969	-48.071.935	0.4323394	324711006	PITX2	paired like homeodomain 2
ILMN_2112755	0.2855	0.11726189	-1.622.597	-48.077.257	-0.4278672	226371730	HSDL1	hydroxysteroid dehydrogenase like 1
ILMN_1712075	0.2856	0.11733369	-1.622.263	-48.082.039	-0.5205917	112382238	SYNM	synemin
ILMN_2189424	0.2856	0.11737345	-1.622.079	-48.084.685	-0.4740009	169403972	MRPL20	mitochondrial ribosomal protein L20
ILMN_1748057	0.2856	0.11738422	1.622.029	-48.085.402	0.5493636	205360976	CERS4	ceramide synthase 4
ILMN_1788211	0.2856	0.11740805	-1.621.918	-48.086.987	-0.2572706	157502170	SNX19	sorting nexin 19
ILMN_1691930	0.2857	0.11749027	-1.621.536	-48.092.455	-0.2766361	745399112	CBX6	chromobox 6
ILMN_2383774	0.2858	0.11754402	-1.621.286	-48.096.026	-0.5756778	313661480	TRAF3	TNF receptor associated factor 3
ILMN_2247988	0.286	0.1176271	16.209	-48.101.544	0.3179182	283806690	MOCS1	molybdenum cofactor synthesis 1
ILMN_1663417	0.2862	0.1177699	1.620.238	-48.111.018	0.7714216	255759945	TEX33	testis expressed 33
ILMN_1729130	0.2866	0.11796312	-1.619.343	-48.123.816	-0.2069901	98162825	TMEM248	transmembrane protein 248
ILMN_1666777	0.2867	0.11804959	1.618.943	-48.129.536	0.4367292	254750645	SHOX2	short stature homeobox 2
ILMN_1701621	0.2867	0.11809995	161.871	-48.132.866	0.3937251	153791312	SCO2	SCO2 cytochrome c oxidase assembly protein
ILMN_1671603	0.2867	0.11813564	-1.618.545	-48.135.224	-0.2101492	545479140	MED30	mediator complex subunit 30
ILMN_1724490	0.2867	0.11814146	-1.618.518	-48.135.608	-0.32652	343403823	PSPC1	paraspeckle component 1
ILMN_1812262	0.2867	0.11815203	1.618.469	-48.136.306	0.4751323	114520614	DDR1	discoidin domain receptor tyrosine kinase 1
ILMN_2056551	0.2867	0.11818251	1.618.328	-4.813.832	0.2749067	118600972	RBMX2	RNA binding motif protein, X-linked 2
ILMN_1659727	0.2867	0.11818264	1.618.327	-48.138.328	0.2944928	57222569	CDAN1	codanin 1
ILMN_1727043	0.2869	0.11826731	-1.617.936	-48.143.918	-0.4246623	964751502	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ILMN_2243516	0.287	0.11834896	1.617.559	-48.149.304	0.455245	501355150	C11orf63	chromosome 11 open reading frame 63
ILMN_1704452	0.2874	0.11852875	1.616.729	-4.816.115	0.275899	523425752	BCL9	B-cell CLL/lymphoma 9
ILMN_1705637	0.2881	0.11885584	1.615.223	-48.182.649	0.4744391	148613877	ACR	acrosin
ILMN_2406892	0.2881	0.11887143	-1.615.151	-48.183.672	-0.3149109	NA		
ILMN_1672605	0.2881	0.11890783	-1.614.984	-4.818.606	-0.3193372	116008439	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
ILMN_1736752	0.2883	0.11899557	161.458	-48.191.814	0.3886308	31542746	COMTD1	catechol-O-methyltransferase domain containing 1
ILMN_1713290	0.2884	0.11906161	1.614.277	-48.196.141	0.4213043	507834052	GLT8D1	glycosyltransferase 8 domain containing 1
ILMN_1746986	0.2885	0.11913043	-1.613.961	-48.200.648	-0.5419992	47080102	SLC39A3	solute carrier family 39 member 3
ILMN_1804611	0.2885	0.11917631	161.375	-4.820.365	0.4223205	985567220	TMEM263	transmembrane protein 263
ILMN_2359710	0.289	0.11943756	-1.612.552	-48.220.725	-0.509129	525507059	PTP4A3	protein tyrosine phosphatase type IVA, member 3
ILMN_1725079	0.289	0.11944941	1.612.498	-48.221.498	0.2016964	42741672	TSPAN31	tetraspanin 31
ILMN_2223350	0.289	0.1194684	1.612.411	-48.222.737	0.55577	746816008	SPRYD7	SPRY domain containing 7
ILMN_2094332	0.289	0.11950361	-1.612.249	-48.225.035	-0.3985291	NA		
ILMN_1753498	0.289	0.11951568	1.612.194	-48.225.822	0.1946865	384551650	COASY	Coenzyme A synthase
ILMN_1729827	0.2891	0.11959094	161.185	-4.823.073	1.075.942	962608397	UVSSA	UV stimulated scaffold protein A
ILMN_1723793	0.2891	0.11965671	1.611.549	-48.235.016	0.2187589	113722109	PALB2	partner and localizer of BRCA2
ILMN_1711617	0.2891	0.11968985	1.611.397	-48.237.174	0.2386792	666335605	GMFG	glia maturation factor gamma
